,text,text_translate,voted_up,early_access
2747,"1 year now since release and ""NO"" properly developed online mode.  Tecmo only included Ranked online play to avoid legal problems of false advertising.  (Since Pre-Order advertisement promised Online patch to be added later ) They have legally fufilled it to a ""Minimal"" standard.  In order to avoid legal problems  But due to the Online being very basic yet ""Ranked"" matches only I cannot reccomend this its not even worth £5 at this stage.   Just torrent the damn game if Devs are gonna behave like this.  £350++ for on DLC whilst its on sale.  THATS A CRIME AGAINST HUMANITY! Do not support this buisness model.  Games are becoming more and more bare bones in an engine on release now with all the content sold after as DLC.  We must stop supporting these shoddy practices.  Check my gameplay here:  Follow me on Twitter:  Twitch:  Youtube:","There are only 6 playable characters, no spidey.",False,False
2748,"Eu me pergunto como que em 4.7 horas de jogo, eu não consegui aprender nem a procurar uma partida sozinho. Tristeza sem fim.","GAME SHIT, THERE IS NOTHING GOOD IN IT, solid shit, developed = downs?",False,False
2749,Pek bir işe yaradığı söylenemez,"the game has a lot of bugs, I invested money, I'm pushing it, it's not happening, it's definitely the mistake of the game, I gave up 4 games and it does not deserve it.",False,False
2750,"This game was pretty fun to play but at the moment after recent updates the bugs have become so numerous it's literally impossible to play a single game.  -The menu has become laggy, -Start up is now a very long load process. -Loading old games or starting new ones are now impossible as old game saves are bugged and new games will just never load up fully. -When I was playing the game before the recent updates the game had a critical bug that stopped the game from working when trying to end your turn. No idea if it was ever fixed since I can no longer play any new games and it's impossible to load up old ones. .  -Locking community event content behind account activation on their amplitude dev website. Seriously we all played the game during the event why is this not automatically activated for everyone? Maybe if they manage to finally fix the NUMEROUS BUGS and activate the community content automatically then it will be worth your time to buy it.",hot garbage,False,False
2751,Epic Gaint Beautifull Walk Simulator with guns. Go out and walk IRL.,- Microtransactions,False,False
2752,"This game is a hot mess and the more I think about it, the less I like it. But let's focus on the main problem - this is a TellTale-style decision driven game. You're told at every opportunity that your decisions matter, that it's you who will dexide the outcome of this game. And for the most part, it does kind of feel like you have an effect on the world. Some decisions are stupid, some are not actually decisions at all and result in the same thing, but if the endings are great, what does it matter? And there's the kicker - none of it matters. No matter how you play the game, what decisions you make, who you befriend or save, who you insult or hate - it always ends the same. With one decision, after 12 hours of gameplay, one decision is the only one that will actually have an effect. And no matter what you choose, it will all de-value every single decision you've made in the entire game. Especially since the one you're supposed to choose - the ""sadder"" one - makes no sense even in this time travel story. The time travel mechanics are just... senseless. The fact you retain objects when you travel back in time is ignored on different occassions because plot demands it. Like when one choice is to take a photo of a girl being bullied (which you should retain) or help out, if you first take the photo, go back, and then help out instead, you lose the photo - because it was an important choice and it doesn't matter that the rules just change as the plot demants it. The fact you don't move when you travel back is also ignored when the mechanic is established in the first place. The whole setup is frustrating if you even attempt to think about it. I would not reccomend this game. It fails as a choice-driven experience, as it never actually gives a player a single choice until 12 hours into the game. And it fails as a time travel story, as it either never explains its mechanics, or just ignores whatever was established, just because the plot demands it. Any of my investment in the story or characters was undercut by the ending, I can't bring myself to care for the decisions I made for them when none of it actually mattered and the game was just as linear as a Call of Duty shooter. A far cry from ""drive your story"" experience.","Let me start this by saying that the   is quite good. The fighting is solid, the campaign is... eh... it's a campaign, and the available multiplayer modes are mostly good. The only game modes newcomers will be able to (reliably) enjoy are Duels (1v1s), Brawls (2v2s), or co-op of the other modes and even that's questionable.  The reason is this: Gear stats, revenge, and environmental kills. If you disagree that's fine, you don't have to agree with me as this is subjective. If you'd like to refute these points, that's also fine but you are very unlikely to change my mind. All I ask is you read them, and if you choose to respond do so in a measured manner. In Elimination, Skirmish, and Dominion the stats on your equipment becomes active. This, at lower levels (I'd say lower than level 30 gear) makes very little difference in gameplay, most heroes of this level have pretty basic stats. But, when you get to higher gear levels (let's say 50+) you've made substantial changes to your attack, defense, or (most importantly) your revenge mode. Revenge is a mechanic that automatically parries all incoming attacks upon use, turns your parries into knockdowns, turns your throws into knockdowns, makes your attacks uninterruptable, and increases your attack/defense by a significant amount. This, in of itself, is not a bad thing. It is a very cool idea, and gives someone who's being attacked by multiple opponents a fighting chance. It is influenced by a number of stats: Revenge mode attack, revenge mode defense, revenge gain on defense, and revenge gain on injury. If you inflate any of these stats to a significant degree (especially the two revenge gains) you border on making yourself overpowered. The reason being that your revenge mode will now activate faster/be more powerful than your opponent's. This wouldn't be so bad... You can buy gear using real world money. Not only can you do that, you can also buy ""Champion Status"" that causes you to receive more gear after matches, more experience, more steel (currency), and get more salvage from destroying extraneous equipment. Yes, these things can all be ground out via in-game orders (daily missions) or repeatedly completing matches. If that changes things for you, that's fine, but it doesn't fix the imbalance for me.  Experience level determines received gear level, the amount of salvage you have determines how quickly you can level that gear, meaning that those who stump up the time or money for champion status have a definite advantage in these modes. Now, you might be thinking, ""What if I want to play Elimination or Domination without gear stats?"" Well... Ubisoft thinks you should play custom games, because  Alternatively you might be questioning, ""What about that Skirmish mode you mentioned?"" To answer that all I really need to say is: Skirmish is so badly broken that I don't know a single person who enjoys it (Yes, you probably exist and might even tell me you enjoy it, but at time of writing I've never met anyone who does). Skirmish is so bad that Ubisoft not only left it out of the open beta, but they felt they had to tack it onto their Elimination matchmaking to actually get people to play it. Also, orders that apply to Elimination can't be completed in Skirmish and vice versa. Notice how we're all the way down here and I haven't even gotten into networking issues? So let's open that can of worms too. There are no dedicated servers, meaning that you are forever on a P2P network. So the host's system gets overtaxed, their bandwidth is exploited, and (sometimes) when they leave the lobby shuts itself down, denying anyone in it gear, steel, and experience. Not only that but P2P networking on PC is dangerous. Both in the realm of cheating and information protection. Yes, there are likely safeguards in place. Yes, they could be close to (or completely) ironclad in some way. Now, as I've run out of things to complain about (for now), I'll do a quick roundup of bugbears both mentioned and unmentioned. So... uPlay... uPlay uPlay uPlay... You poorly performing moneygrab of a platform. To clue anyone who isn't aware in, uPlay only exists because Ubisoft doesn't like paying Steam to carry their games, just like Origin. Unlike Origin and EA, Ubisoft sells their games on Steam as well, with the caveat that you must install and run uPlay at all times while playing their games. It's buggy, slow, and causes their games to interact very poorly with the Steam overlay. In fact you can't use Steam to invite your friends to Ubisoft games, because the games aren't built to work with it (Sometimes it works, sometimes it doesn't, it's always seemed intentional to me). To put the cherry atop the poorly frosted and slightly burnt cake, the sex split for heroes is even. 3 male, 3 female, 3 that you can decide their sex. I can't be the only one that remembers when Ubisoft said it'd be too expensive to make two models in Assassin's Creed Unity for male/female assassins. In this game there are... 18 models that all have multiple gear sets, not counting NPCs. Yes. I know. Extraneous, but I still like poking fun at a corporation that doesn't respond truthfully to criticism. If you've made it this far, you have my thanks. Have a good one, and... yeah... I heartily recommend you do not buy this game, for the moment.",False,False
2753,"H1Z1: Just Survive Ich dachte mir als Survival Fan lohnt sich dieses Spiel zu spielen aber leider wurde ich getäuscht die Videos und Screenshots sahen sehr viel versprechend aus und deutete auf viel Spaß und viele erkundungs möglichkeiten aber dem ist leider nicht so. Das Spiel startet sich eig. relativ gut mit keinen komplikationen. Man sucht sich ein Server aus je nach dem was man möchte PvP oder PvE. Also wählte ich PvP weil man denkt das alles gut werden wird aber der Schein trügt, kaum ist man in eine größere Stadt sammelt seine Vorräte, Waffen und Munition, schmiert das Spiel ab. Schön und gut aber kaum loggt man sich wieder ein ist man umzingelt von 4 oder 5 Mann die ein Killen und alles ist umsonst. So geht das die ganze Zeit mit dem Spiel und vorallem bei PvP. Gut ab zum PvE, man baut seine Base grade auf ist zu 95% fertig man öffnet seine Tür und dann steht da jemand drinne und leert deine ganzen Kisten aus und teleportiert sich dann weg. 1 Tag später Base fertig gebaut hatte alles in Massen gesammelt und dann wurd mir das Spiel zu langweilig man konnte in dem Sinne nichts mehr machen. Und dann ständig Bugs und abstürze was gar nicht an mein Pc liegen kann. Da ich nicht als einzigste dieses Problem habe. Leider ist dieses Spiel nicht zu empfehlen außer man möchte 20€ verschwenden. Das Spiel müsste rein theoretisch Free to Play sein da man es nicht gescheit spielen kann.",Nice Game But not worth 30 ♥♥♥♥♥♥♥ Bucks,False,True
2754,游戏的网络优化是真的差的不能再差了。。。,devs are so good at making games about thievery they robbed my wallet with DLC,False,False
2755,"jogo horrível, jogabilidade travada, não atende aos requisitos mínimos",Wouldn't touch this game till massive/ubisoft actually begins to give a ♥♥♥♥ and do something about the plague of hackers.,False,False
2756,bad customer relation,This stupid game is ♥♥♥♥♥♥♥ dumb i can't even log in with this ♥♥♥♥♥♥♥ ♥♥♥♥♥♥♥♥ ♥♥♥♥ this ♥♥♥♥.,False,False
2757,что так говном несёт !? ах да калда же новая вышла,"*REFUNDED* expected a Defence Grid clone, what I got was something that needs a heck of a lot of work, yes it's still in early access but the game looks like it was meant for the late 90's (UI looks horrible & placement of towers needs working on) [maybe make the towers even darker red if you can't place them at the place where your trying too, as it's very difficult to tell the difference at the moment] not something due out this year or maybe next. Still following to see if changes get made for next sale time.",False,False
2758,Говно еще то...,7.00 Liek if u cru evritiem!,False,False
2759,It's a difficult game... One life. Once you beat it there is no replay value.,"I decided to play it on a free weekend. I don't know why many have such rave reviews about the game. No gameplay hooked, no music. It's good that I didn't buy it. Removed from wishlist",False,False
2760,"Jeux correct pour passer le temps, le seul inconvénients, c'est la possibilité d'accéléré les vagues ( vitesse x2 x3 x5 ) car c'est trèèèès long pour faire 1 vagues,  Donc juste pour ça, je le DECONSEILLE !",3alupa,False,False
2761,"This game used to be about gathering, survive and having fun. The reason why I don't play the game anymore is because of the players. Most people kill you even if you run around naked, without any things and it happens all the time! Edit: Still hate this game, but plays it because its fun 10% of the time. Plz help.","For a game that is supposed to be 1.0, I find it is only of the quality of a Beta or Alpha release. Pros: Lots of content and recipies Innovative crafting system Excellent soundtrack Cons: Laggy and buggy, requiring a restart to make it playable again No decent mapping system, sometimes I have no idea where I am going Poor lighting effects (see above comment) One revuewer said it quite well, this game feels like a generic space Terraria ripoff. (Yes, I know Terraria let them use a similar version of Skeletron.) I'll probably visit this game in a afew months to see if much has improved, but for now, I cannot give it a passing grade. 4/10",False,False
2762,Wer auf Pay to Win steht ist hier richtig ;),It seemed like an entertaining game but the quality is so bad that it takes away your desire to play. 1/10,False,False
2763,"Олды тут? Помните #Fallout 76? Вот и я про нее забыл после беты, но оказывается оно еще живое! Беседка решила открыть доступ всем желающим с 20 по 26 октября побегать по Fallout 76. Ну а я решил глянуть - неужто всё так хорошо и радужно в Фалафеле (75% положит. обзоров в стиме). В общем всё п#здеж и провокация - текстуры ужасающего качества, как и 2 года назад, мобы частенько застревают в текстурах давая себя спокойно расстреливать, а в особенности это касается когтей смерти, граф-какие-то-там чудовища и снеллигастеры(зубастая плюющаяся фигня).  Хваленные нпц и диалоги - просто пшик. Развилки по типу - убить или оставить в живых это всё что можно выбрать. Основополагающих нпц (смотрительницу, барменшу, бабу, которая хочет вступить в отряд огнедышащих) убить вообще нельзя. Нанять спутника из поселения тоже нельзя. Дамаг у пушек более-менее нормальный и оружие даже чувствуются в руках - снайпа и револьвер подпрыгивают в руках, но пинг чувствуется, когда стреляешь с средней и дальней дистанции - целишься в тело\голову, а пуля не попадает по статичной цели. Единственное, что тащит игру это музыка, но, как сами понимаете, это не заслуга беседки. По мелочи - прикольная тема с пушками, при разборе получаешь случайную модификацию на эту пушку, но с другой стороны не можешь снять грейды с пушки и повесить на свою( так вроде было в 4-ке). И подбирая схему для крафта она сразу не изучаются, а тебе надо лезть в инвентарь и нажать на нее - это просто гениально!﻿",Every ♥♥♥♥♥♥♥ time. When i play with panzershcreck i puts me in a battle where there are not one tank. But when  i remove the panzershcreck it immediately joins me in a battle where only the enemy has tanks. Not to talk about this terrible cold front update.,False,False
2764,"Раздача банов, на всех хватит",took me around 12 mins too complete this ♥♥♥♥♥♥ game that probably took around an hour too make smh,False,False
2765,супер,"All in all, this game is pretty good. But only in the form of the first act, it is the longest and best presented. The other two acts are very stifling. The second half of the second act shows great potential, but everything ends abruptly and figs understand why you did all this at all. The third act is full of kalych, I speedrun with a creak. Why only the first act? Because in the second and third you have to do exactly the same extras. quests as in the first. And for some reason, a couple of key plot scenes were redone, it is also unclear. One feels Unreal Engine - a thousand and one bugs (parkour with a gap under the map, parkour as a whole is completely broken, stealth works every other time, NPCs teleport behind their backs (minus heart and stealth), AI likes to hang and stand in the aisles (also minus stealth), people sit in the air next to benches, etc.). Gameplay, storyline and in terms of pumping, again, only the first act. In the second, there are a lot of jokes that can be fooled and turn the character with endless stamina and hp, but everything stops abruptly and the act ends. It turns out that really useful opportunities open up only at the very end, in contrast to the first. There is also a lot in the game, there is a LOT of running back and forth, especially in a kilometer from the shelter from which you are doing fast travel. If in the first act it was tolerable, then in the rest it was already tired, especially when you already did it all in the first. Plot, as I have already said and will repeat myself, everything ends literally in the first act. Because in the third, after the credits, we are shown the same scene where you just make a choice, what will happen next and that's it. Perhaps something is revealed there in the 3 DLS that I have for this game, but she strangled me too much that I did not go through them and just questioned them in order to find out if there would be any progress in the plot or not ... And it was not, this is either a bold hint at the second part, or think out for yourself what is happening there. The only pluses are: the lore of the game and what is happening there, but as such there was no progress on it; Well, the music, the music is just excellent in this game (a fictional band, some tracks are slowed down and fed to a vaporwave); well, and a live action video that is shown and played throughout the city / speakers in the form of Uncle Jack. If there is a 2 part, then I'm waiting, but only for Arthur. It was no longer interesting to run in absolutely the same locations and do exactly the same thing. Arthurka van love",False,False
2766,zaлупа,The campaign is ♥♥♥♥♥♥♥ amazing. I'm giving this a thumbs down because optimization with nvidia cards right now are almost non existent with only one hotfix that doesn't solve the crashing. Once proper drivers come out my vote will definitly change,False,False
2767,no me quiere correr el juego,"I didn’t like it, the plot, the world and the dialogues were colossally changed, the atmosphere of Gothic was not felt, the combat from for honor was out of place here at all, the feeling that I’m playing a completely different game, plus pretty bad optimization.",False,False
2768,"Граю не так багато але не знаю чи буду, тому напишу зараз, оскільки ця серія ігор мені подобається і не хотіла б її кидати. Було багато розмов, анонсів цієї гри, тому опишу просто плюси і мінуси. У ході просування у грі опишу більше. Мінуси: - Графіка погіршилась, порівняно з 19 роком. Замість реалістичних тіл появились мальовані. - При створенні жіночого персонажа лиця лише негрів та азіатів, при чому страшні (у кар'єрі). - Багато багів. Плюси: - Появились жіночі персонажі у кар'єрі (але грати можна тільки парою персонажів) Загалом, я б сказала, що цю гру не варто купувати. Краще зачекати 21 чи 22 років, щоб виправили всі мінуси цієї гри. Звичайно, з надією, що залишать можливість грати за жіночого персонажа у кар'єрі. Ця фірма цього року і з NBA налажала. Ось що робить відсутність конкуренції. Взагалі не розумію штампування ігор кожного року. Нехай би випустили добре пророблену гру, над якою би попрацювали років 5. А, маючи основу, це може вийти швидше. А надалі лише б випускали сюжетки як длс чи нових реслерів, коли такі появлятимуться.","♥♥♥♥♥♥♥ ♥♥♥♥ Game is lagging all the time, cant land on ♥♥♥♥♥♥♥ buildings, fix your ♥♥♥♥ !!!!!!!",False,False
2769,oyunu birden bire sıfırlandı ...,Got this for the short achievements! Graphics are bleh & somewhat hard to see the objects you're trying to find. Was pretty cheap during the Winter Sale. I'd rather go with a different hidden object game.,False,False
2770,OYUNU SAKIN OLA İNDİRMEYİN İNDİRDİM OYNAYAMADIM BİLE HATA VERİP DURUYOR İNDİRDİĞİM KOTAYA YAZIK FAILED TO LOAD GAME DATA DİYE SALAKCA BİR HATA VBERİYOR.....,"Very poorly optimized & always has to reserve the entire game in memory for every update, no matter how small. Will return it ~",False,False
2771,BU OYUN GAY OYUNUDUR.,Worst game ever,False,False
2772,"статус ""основателя"" ее","good games overall. BUT ! con catch system with crates and skins. suddenly good shit games. the hype of the skin caused by the entourage and the ""friends"" who i play. to ban.",False,False
2773,lepiej zainwestujcie w 2 część gry bo ta to strata pieniędzy stwierdzam to po 5 minutach gry,Cons: -horrible sound effects ( had to turn them off cuz hurting ears ) -lots of designs of buildings and units stolen from warcraft1/2 -incredibly simplistic tech tree -not allot of depth -2 locked factions behind paywall Pros: -fun graphic style -smooth gameplay -good control scheme - a campaign ( honestly nowadays thats a feature ) overall not worth the money since for same price you could get better rts's,False,False
2774,"Controles terríveis, tô dirigindo o que? Uma pedra?  Depois de sofrer com controles passei a ter raiva das cutscene, porém depois de apertar todos os +150 botões do meu teclado e os 8 botões do meu mouse, até o presente momento não sei como pula as cutscene.  Fun fact: Não existe forma de dar pausa, não necessariamente se você der alt+tab o jogo congela então tecnicamente da pause.","This game completely spits on Dota's face, then throws it out the window and uses its scalp to pick up the glass shards. Do not go into this game thinking it's as strategic as Dota, this game is 5% strategy, 95% RNG. I thought Hearthstone was an RNG riddled game until I played this game, jesus christ, everything here is RNG'd: Heroes you can get(I've had 3 games in which i've ended with no lv 3s and my oponents already were on their 2nd), which heroes targets which, when they use their abilities, moving randomly around the map, items are random as well, the only thing that's not random is the uninstall button at the end of this ♥♥♥♥♥♥♥♥ of a game. Not to mention sometimes spells don't cast at all, i.e kotl starts channeling his spell and for some reason, it doesn't release. This game is riddled with bugs, glitches and overall bad coding. Jesus christ, RNG games are not fun but for the lucky ones only.",False,False
2775,es una caca,"The only plus, unfortunately, is its size and system requirements. Although it was released in 2018, Pekte could not improve itself, it was a Trainer that was created to earn money. Except for Flick, all training sessions are sold with DLC. Also, the speed of your mouse in the game does not work here because the FOV settings are not made automatically. After selecting the game, you need to search for it on Google and enter the FOV value. At least for Valorant I had to do that. Besides the options such as KovaaK and Aimlab, unfortunately, there is not much of a handheld feature. If you're looking for something to train regularly before getting into the game, this isn't it. Aimlab can offer you much wider, more comprehensive things. In addition to being free, no training episode requires silly stuff like DLC, and dozens of updates come and support every game. NOTE: No, Aimlab is not my sponsor.",False,False
2776,"Ein gutes Game aber .... Als Überlebender macht dieses Spiel oft garkein Spaß, weil entweder Überlebende einfach direkt verlassen, der Killer campt, tunntelt oder richtige OP Perks, Addons hat. (Die ein Überlebender hoffnungslos ausgesetzt ist und nix dagegen machen kann.)",game has no cloud fuck,False,False
2777,Do you remember what Morty had to do with the mega seeds ? you gotta do the same with your epic store exclusive.,I don't recommend playing this shit,False,False
2778,"this game is aint good anymore, atleast never was... the dragging system ruined the whole fun in the game people abuse every possible animation glitch so you dont know when to block an attack and they do instant attacks which is basically moving your mouse with your swing to make it faster but they glitch it to another level, where you just show your back and look up and you can hit someone almost instantly after you see the animation so you cant block it... people drag their attacks to a level you cant know what the attack will be... this is maybe what the game was intended but it is overpowered and you can glitch draggin into instant attacks which make the game sucks, only veterans who played this game for years know how to drag like that and do it with no problems. while new players cant understand what is going on and suffer from it. i mean the 0-15 low rank server was fun because people weren't dragging and making the game look like lucky parry simulator. it is worth only to play on noob servers for fun... but duels??! is like just saying kill me faster with glitchy animations...","I'll say so much about this thing: 'A bad man in the wrong place can make a ton of memes, so Mr.",False,False
2779,"Apocalypse expansion brings very few to the Stellaris base game and even fewer is of any interest to most of the players in my opinion. Even though destroying planets sounds amazing at first, it takes ages in the game until you open that possibility and at that point of the gameplay destroying planets seems a little pointless.  Other stuff Apocalypse expansion brings to the game such as building Titan – a capital ship, and neutral nomad / pirate factions are nice addition but really it is not worth the price.   Apocalypse also brought new ascension perks and civics which I sadly consider just sloppy and tacky. This part of the game could be made with much better care.","According to the achievements, only about 10% of the players passed the first chapter, and only about 5% left in the second chapter. When I got through Chapter 4, I found that only 1% of the players got the achievements. I personally think that the gameplay is too repetitive. Strong front has the patience to fight monsters, but when you see the monsters around the third chapter, you can get around the result. The experience can’t keep up. The level of the monsters in Chapter 5 is about 6 levels higher than mine. I want me to say that the monster monsters experience must be at least now 3. It’s even better if it’s 5 times bigger, and it’s even better if you can give some props every time you upgrade. In addition, the previous Final Fantasy has an automatic battle function. Boss battles have soared from the third chapter, and it is necessary to be besieged by zombies. It's not that I went to find the strategy and didn't know that the circle was originally a turret, but the level that had to be played was so hardcore. Anyway, add a note to the circle to explain that the next few boss battles will be repeated several times. I have opened the lowest difficulty. Only 0.6% of the players get the achievement of the goddess head boss. The experience value given by the boss is too low, even if there is no half of the experience bar, it has to be more than one. The function of weapon and equipment manufacturing is useless because the materials are not enough. Merchants sell these materials and hope that the frequency of sandstorms will be lowered and the time will be shortened. Nothing can be seen. Seriously affects the viewing. Every time I go to a new location, I will brush a sandstorm for me. I don’t know if it is a fixed brush. I really think Nicaru will dig something. There is really no need for bugs to lose experience at all. I choose to escape from the beach every time I see them. Almost 100% of the place where bugs are dug out. Very poor experience. Chapter 5 Digging things often shows some useless low-level equipment. I like music and art very much. The current experience is difficult to give praise. Besides, it is troublesome to fix the bug that the mage melee is counted as an elemental weakness attack. The bug that cannot enter the 10th floor of the lighthouse. The combat perspective problem. I believe that I am not the only one complaining about the battery in the pioneering land in Chapter 5. Unreachable",False,False
2780,"Injouable pour le moment. Le systeme camera donne envie de gerber, l'inventaire est à chier etc etc ... 20 balles M D R","fun game, but have some BIG PROBLEMS,  1. GHOST BULLETS ( bullets going throw the enemy without mAking any damage) 2. cheaters everywhere on casual, mm, pro leagues. 3. lagging even with 20 ping 4. scam skins. 5. full of retarded kids. 6. never fixing serious problems. DISAPPOINTMENT.",False,False
2781,Hayatımda gördüğüm en başarısız oyun arkadaş adama vurduğum hasarın haddi hesabi yok adam bana  1 mermıde tek atıyor onun 1 canı kalıyor bu adaletmı 3lvl set 1  yiyor 1 lvl set beryl ile erimiyor bu oyunun yapımcılarının amk VE YAYINCILAR DA DAHİL OLMAK ÜZERE HERKES MAKRO KULLANIYOR YETENEKSİZLER,Call Of Duty Dislike Warfare 2nd Disliked Youtube Video Edition This game even not worthy to play even FOR FREE on Steam Free Weekend Even poor and those who can hardly buy expsive games even if some gif it too poor gamer for free even still not gonna play  Call Of Duty Bad Raputation Warfare Evrything Still The SAME Death Animations SAME Realoding Animations SAME Weapons Sounds SAME (but litte bit chanced) Runining Mehanics With Gun With 3rd Preson SAME Graphics Worster Then BO3 Call Of Duty Dislike Warfare Main Menu Soundtrack Sounds Like Funeral Music  WARNING!!!!! Do Not Try Launch This Game With Speakers Loudly Because People Will Think Is The Funeral Ceremony And Maybe People Can Come Next To Your House With Candles And Wreaths PLEASE:Do Not Buy It Even For Free Do Not Take It And Try It I Will Hardly Do Not Recommend This Game,False,False
2782,Игра ужасна,like my dick,False,True
2783,jebac was kurwy na haxach !,Cock games,False,False
2784,"- Small variety of attacks, almost no combos - On many bosses you're supposed to just mash left click - Multi staged bosses where you have to kill them 3x and there's no checkpoint, so you always reset to start - Cheap boss attacks that deal 75% of your hp in one hit - Ranged attacks have aimbot, you have to perfect dodge - Special enemies, who can die 10x and still come back to life - You're stuck with a basic katana, that's it - Your unique prosthetic tools run OUT OF AMMO - Sad and depressing story, plus now if you die, you make NPCs suffer - Graphics are nothing impressive, 15 Gb download says all - You are the poorest samurai, one weapon, basic attacks - Auto targeting enemies based on who you look at, it takes time geting used to and turning it off doesn't work + Japanese voice acting with english subtitles + Stealth is a viable option and makes your life easier + Proper mouse and keyboard support This isn't quality game that people would expect by From Software, no character customization, locked gender, almost no RPG elements, no interesting weapons to use, boss fights don't feel fair. Even when you do beat crazy bosses, you don't get the feeling of accomplishment of anything, it's just Yay, boss is dead. There's so far not a single boss that I've liked to fight, unlike DS3. Open world bosses can have 1 life taken down by sneak attack, so you undermine the whole premise of epic boss fight. And you have to do this, otherwise you'll be facing them with ton of ads when you die to their unblockable combo. Especially samurai bosses show how lackluster is our character. You go through the game with basic left click attacks and block, there's parry but only for thrust attacks, sometimes it doesn't register and bosses randomly switch to the same telegraphed  whirl attack, which you can't block.  Bosses have interesting, complex combos, while you literally use basic left click attacks and try to time your blocks. It's honestly a disappointing samurai game, about sad life of a low life warrior, who's seen by all as traitor and literally drains life force out of those around him when he dies. There is no redeeming qualities about this game, that would make me recommend it to people. Buy Nioh and have some actual fun or go back to Dark Souls to enjoy your time.","kog showing once again that it is no good to make a game want a new class? cash want a set? cash wants to have access to other npcs? cash it's all about cash, that is = rotten",False,False
2785,ben bu oyuna para verdim >:/,"Developers sell content for unfinished game, at the price of that game",False,False
2786,"I think this game shouldn't be on steam. 1. Graphics are ♥♥♥♥. 2. Too laggy. 3. No point when there is Codename Cure. 4. It is too old and is based on anime crap. 5. Gets you a broken mouse, trust me. 4/10","It was a very promising game, but suddenly a bug appeared that could not be repaired and ruined the whole game and could not be completed.",False,False
2787,"Le jeu m'avait l'air intéressant, un jeu de rythme c'est un genre parmi lesquels j'aime bien y jouer, j'en ai terminé pas mal. Je le lance, premier défaut: on me demande de mettre mon écran à 60Hz manuellement depuis les paramètre Windows (j'ai un écran 165Hz), plein de jeux brident à 60 ça peut se comprendre mais devoir le faire nous même ? Non merci, j'ai laissé à 165 (et en plus le tutoriel c'est des screens sur Windows 7, pour un jeu de fin 2016 c'est incompréhensible...). Le jeu fonctionnait normalement avec des freezes de 1 seconde tout les 5 minutes, rien de grave. Le second défaut: Impossible de paramétrer la zone morte du joystick de ma manette, du coup mon personnage bouge tout seul vers la gauche (ma zone morte est légèrement à gauche) si je remet pas le joystick comme il faut à sa position 0. Pour terminer avec la manette, on ne peux pas recombiner les touches, par défaut pour sauter, c'est la gâchette gauche au lieu du traditionnel bouton A... Ce n'est pas ergonomique du tout, les boutons A B X Y sont utilisés pour le truc de combo OK mais ces touches sont parfaitement remplacées par le joystick droit, car il y a des combinaisons diagonales que tu peux pas utiliser avec les boutons traditionnels, en gros autant ne pas utiliser ces boutons pour les combos et utiliser que le joystick droit afin de pouvoir utiliser le saut, la glissade et tout sur les boutons. Je n'ai pris aucun plaisir à jouer sur ce jeu, je l'ai vite désinstallé, trop de défauts qui m’empêchent de y jouer avec le confort, même le rythme des combos est mal conçu à mon gout. Je ne recommande pas ce jeu, du moins pas à 15€ mais peut être à 3€.",did not like,False,False
2788,Хз,"A game that was supposed to be strategic, but in practice it is COD with CS elements: v",False,False
2789,"Absolutely horrible. I don't know how you butcher such a simple concept so badly. This is pong, yet somehow the controls are confusing. The tutorial says hold down the shoot button to charge a shot, but after that my ship just starts charging and shooting random shots independent of my controller inputs. I'm assuming there are some kind of game mechanics that are at work but they don't explain anything so I have no idea what's happening. It could just be the lag because for some reason the game responds to controller input really slowly so maybe my shots are just so far behind the actual button presses that it's creating a complete disconnect between my inputs and the actual action. The only other player in the game has a firm grasp on it however so he keeps beating the ever loving crap out of me. This game concept was already perfected 50 years ago, all you had to do was put a coat of polish on it and market it with a basic level of competence. How you screw that up is beyond me.","I'm gonna be reviewing this on gameplay mostly from someone who really liked ins2. The optimization issues are apparent, performance isn't what it should be and i had to do some fixes to get it to stop stuttering. This is covered in every other review though and also wasn't entirely gamebreaking for me. Main issues I have are with the gameplay.  I had high hopes for the game, it was promised to be ins2 but with bigger and better mechanics in basically every way. Staged reloads, vehicles, etc. Sadly, it didn't turn out how i expected.  The gameplay just doesn't feel like the old game, Ins2 was at its core an arcadey shooter with realistic elements while this game is nothing like that. Ins2 was realistic in many of its mechanics but ultimately had pretty fast and accessible gameplay. This game is slower and is argued to be more tactical, but all that means at the end of the day is more camping.  Camping is not something i have a huge problem with in games, i play plenty of other FPS games and milsim games and don't have an issue with camping on its own. Ins2 had plenty of camping but also plenty of opportunity to rush if you were good enough. The open maps of this game combined with insurgency gameplay mean you usually have to decide between going down a camped corridor or the open, which the previous game lacked with its more well designed small maps. The open maps which were supposed to improve on the game lack the design of the last, and simply aren't as fun. Thats what it comes down to, fun. Even when i went 7-0 in a skirmish round and managed to revive my team as the last man standing i still wasn't really enjoying myself. Without fun why play? This game has some great features, audio, graphics, and promise. Without the fun element i can't suggest you buy it. Also, match making sucks compared to community servers, especially when it dumps you out every match. (Sorry for the repost if anyone recognizes this, review got glitched and couldn't be seen publicly after i refunded the game).",False,True
